,1
train_dataset/receipt_00666.png,".  ™ 4
4 ites. ae
» TGP: 6Gi sma
Pee a 7 Af Sead
ew HH 5 ai hag
"
train_dataset/receipt_00002.png,"tebe aha eG
ode Maal tated pd Oe
STR EC a at Buena
co Megm ek Pls acs!
artsy ,
Pk TRE Mo ot Dus)
Sal tote ste
Total 334,000
CASH 350,000
Cash CHANGE -16,000
Tota diem S
Sota Qty le
¥
—_—_—
'
"
train_dataset/receipt_00607.png,"epper Steen t lees
. Mic L
"" ~ Cheese ! ahs
f Lists
oe a on Rms a
"
train_dataset/receipt_00549.png,"| WO) SOET STEAMED CHOCOOA 10,000
1 [WD] SOFT STEAMED CHEESEC 10,000
1 EMD MINI CASTELLA ORIGIN 11,600
2 REDBEAN BREAD 18,000
TOTAL 49 ,000
CASH 100,000
CHANGE 51,000
"
train_dataset/receipt_00220.png,
train_dataset/receipt_00617.png,"+ Some lina 5,009
+ oarur Kuping 8.000
7 + d3;sim Keci) 7,000
2 Laachiong
as 12000 24.000
> Qtak-otak Singapore
eee 44000 22.000
‘ + Shun (MLY) 8.000
Suptotal 78,000
TOTAL 78.000
do Pay static OR 78.000
"
train_dataset/receipt_00658.png,"oe
Boo
oes
Ce
Cae
1 Tea tatte 2.00
+Hot
ne mt
af Subtotal aca
ie Total 20.050
a CH 00.000
4 Keabal jan
st
a wow
oS Wo
Rc
"
train_dataset/receipt_00466.png,"rd ~ cones
war 8
"
train_dataset/receipt_00300.png,"|
"
train_dataset/receipt_00744.png,"2 FL Cake - French 61,818 |
Vanilla SLC
1 Red Velvet S 36,360
Total Menu 3
SUBTOTAL 98,178
DISKON 0
BIAYA TAMBAHAN 0
PAJAK PPN 10 % 9,817.8
PAJAK 0% 0
BIAYA CC 0
PEMBULATAN AQ
TOTAL 408,000
TUNAI 410,000
NON TUNAI 0
KEMBALI 2,000
ee el
"
train_dataset/receipt_00012.png,"Pig e  a .
TY Se, : py a
OT ene ""A i ,
Bp be MEY alee O :
papas ge Fo i
we ‘ae po yy
\ ‘ oO |
:
1 NASI + AYAM KATSU TER... 31,819
1 TEH PANAS 5,455
1 €S TEH MANIS 7,273
1 CH CORDON BLEU NAS! 42,728
ITEMS :4 87,275
VAT 10% 8,728
ye mes se
Rounding 96,008 ”
Teta eck . aes? oa
| DEBIT Sk”: sas eT as sits
) _nacnennten a vo are
MO a gee MMe NN |
PPB PE RS Bie pi EO eg EEE
Me at a Ae ae ee i!
al! Bee I ages [: oP Me
a LLL
"
train_dataset/receipt_00011.png,
train_dataset/receipt_00761.png,".
NN:
| ste:
—ae)
1 Lemon Tea (Lo 25.000
] Porcari Salt ( 40.000
TOTAL 65.000
CASH 85.000
CHANGED 0
eo a) tee me a
- Pree
"
train_dataset/receipt_00714.png,"{
eee . —_
"
train_dataset/receipt_00652.png,"eas
eee
cee
as oe
SAS aa
aa a
pd
rs
. ee
. a
es
i be
poo ee:
Soy ae
Be oe
are peat?
oak oon
Hoe
Cos
ees
cies
oe
Be eo
"
train_dataset/receipt_00273.png,"1 BBQ Chicken ""41,000
1 - Pedas seadikit 0
Total........ 41,000
Pay Cash 51,000 Change :10,000
8
wane Conagys
ne m+
"
train_dataset/receipt_00785.png,"SALMON PESTO. »=t«“‘«‘éR “CO
+ SALNON PESTO a6 , 500
Disc -100%(ITNOB) -85 , 500
SUBTTL a5 500
SVC CHG BX 10,260
PB 10K 18,128
TOTAL 113,886
"
train_dataset/receipt_00177.png,"te BB OR Fee sa ie
CA PRL SRR a SES
a ANE vs PA a
Hi OE We ah ds oe Balt TY
geet. shre daty :
BARE 3 ES
8 cis ee
pe ae : aes
Se
ae a
i a
‘Bs ’ vee
eS ~
. we 3
PEM a
: if
eee: ak f
4a Ss:
4 se
ae
me
§ 00 f.geigianceteus: cinnitiqestac- ete
; es oe
. Be
 kuPaT TAKU ae
. { 6512100 Z 19,906 BRE erior
© ste KOCK ite
teas 3 280087, 009 -
ane Sup Tata? 125, 000 :
wry PBI 12,500 ;
Woy lt cee eennvecee oy
Bo Hetto 137,509
ah og fash 156,006
: gh o Chesge 12,300
y a! 4 rylctsrarr rial sisasivrsssasassrr silks
ee 8 L,
Ed My
DF TE a asaamean tte hints naeerin i aed ie tient eit tt ao
Ppa de ATE I Lae, i: fas aa, ae a Oe
Le eo EB as | SG a oe aa ie “
ye ee Oe ae ey Le a es. «ta
Dye ce Re ee Cite» MRE» 7
"
train_dataset/receipt_00679.png,
train_dataset/receipt_00648.png,", i. dt
|
:
"
train_dataset/receipt_00005.png,"OO ATP OR
- Tee ~ Peet cee = . .
_— _— eS ee MRS Tee mes - 7 .
be we TT ayy -.. = ~—
7 - SRT
: sewing
he ae oa .
mt Net :
va Dee 3
i Sr :
5
“SH -
ee es) :
te. | a
ae : p os
a oe : - -
: Some Ree yl
sa
t
—
mm
%
SU crates es ne ah . : ae ~
; _. 7 , a bees an pe ay te
4 . Loe Sates gos oo, 7 ‘ - tell — Z
* . - = soe Soke ped dete Dog 4 na Oo ars
~~ . . ws . po. root web DP EL Loa eo . -
“> a ie : pea ceeeetie 2 bls bo Bo “ we :
rs Toe ye “ UUEU TSE S Sect : yb gy
- . ‘ : oo ete seas pPais cee voy
: etd epee ct ae Boe cee eae : Sn = -
oe po Pe asid | 17 eee
ee =F mee. . toy city es Ch teats me ae ee past
we . rr 2 :
BSE Pog To te - so us rer ad ere - '
“4 petawop re for 8 tee te. pO
- + Le kad ae Loe oe i 5 ALE cern - .
om : PPh ci as . a ed
a : es Poe Goa ote opm et = . = -
= Pate gl Siva 8 se ome f
Se ee 2g ee
= SRR ee ae mrs bot hee 8 . -
-oL, ee | Poh : .
ean ecg . oe ‘ mo so : ,
— a ore. : - . : > oe fen om
Se <e a a a eB ag lB alt Us vee + wate, RE.
Sn a Poe ba slo RB on. as TotD., Sti BE
<a a re - - - Se :
Spee EL enna ue Teen mt
wa Me = Te oS
wate SLE Sk, _— — =
LS ee _ ian . Pisere, Ped aca thet ae
- - a. Popo is bitsd a © amg mess ""Mem
— ws coat wana = : bt , me yt CT ee a
— cea ce BRED pada d ~ S
fo os eine pod de: seo ae vee
MEO"" ee a
eS TST Se ae ‘
omen aR stl, ne . :
a = ara ' eter tet: . i S . 2 * “es ke a TT Em roe _ -
~—, «tg : Fe ee be Cae em a mney ee meat en ne nett bee aes vl cu eee ol Bo — ~~
i. ee = pens a fete Son ces elap ates gem aed ise cl wt lpvete vp wane cath gees Ch ° Tote
— 5 oe r
cae a Takes,
[es Toa Me See
Be eee ae = St Sg
<i ane lt — — TEL te »
Pe . fea ae . MT Teas a
a <—e wee ree see -
re eee . Skee ae ; |
be Porc peel kr ees se mee pee ey ce oe oa “
rae oe
ee ee re
ce necgme oe
he wag ein a Zs ANE TO ammeter
ee eae
El ee . ~
: a =
3 eae
_ a ry"" = ay <a rs - * ~ -
fT Sgn 4” we tee a
aaa : ot
nr em: TS
a Bh = hae
- - —s . .
a ot ae .
a . in . -m tee
. ee oe.
Te oo
7 anda ee
ORL eon Y Shy WARE ace 2 :
onan e aes Pra i Peak wee _
Seg Ue yo
as artsy Et J Tee
ye a eg eemrven SES
PERE ay E- Oo
enc ee ee TEE on PR i, “Sat tapos ee
OF eo ey a : . . Tt crs eee eee ~
Cn OM ee dag Ve caee ee aes wee ee ‘
: ago a, are arias oN te wot - . ;
as le te Ei Koen ” Pee as. oT ea ee bags ty ' -
oss ae es ne oe CME ts. ahha .
a ge gies, ; ers Ree. 2 ai ak tin: mn : - out :
Pr oe ee Se ; te arg _. . .
Po ae EO MC. a ~
- me ed en cD iae | sai ¢ ee, ’ - SEM te we
Se a es a he eb ge ay : . - Me
‘SON a . Te gg a os : Coes
iS aie hy he TE 5 < seen eneitinn GO verte 4 . ’ oe
. , a aan : . ~ . de aA a . = . haces . . .
: ; ai TR reese tw . VOLE OM hte ee :
s a Eh aetearige Ses ‘§ See aa patina?
ewe. OL ee Ly .
ie: | NE yo BRE nner
tn - s Spee eo sa
fi ER Se sy, *
¥ , Boe LSS eet ANT
ee fe
"
